ds,y
1893-04,27.64921875
1893-05,27.99828125
1893-06,28.71765625
1893-07,28.3678125
1893-08,27.9278125
1893-09,27.79453125
1893-10,27.61828125
1893-11,27.69859375
1893-12,27.63765625
1894-01,27.2078125
1894-02,27.43984375
1894-03,28.00046875
1894-04,28.180625
1894-05,28.7053125
1894-06,29.02859375
1894-07,28.67859375
1894-08,28.02234375
1894-09,27.6303125
1894-10,27.68234375
1894-11,27.74421875
1894-12,27.8603125
1895-01,27.38578125
1895-02,27.39609375
1895-03,27.95046875
1895-04,28.37765625
1895-05,28.7928125
1895-06,29.05921875
1895-07,28.92890625
1895-08,28.52578125
1895-09,28.245625
1895-10,28.0028125
1895-11,27.88234375
1895-12,27.7909375
1896-01,27.63671875
1896-02,27.7890625
1896-03,28.31609375
1896-04,28.78625
1896-05,29.01375
1896-06,29.2578125
1896-07,28.93453125
1896-08,28.65859375
1896-09,28.21234375
1896-10,28.184375
1896-11,28.201875
1896-12,28.39859375
1897-01,28.121875
1897-02,28.16890625
1897-03,28.7059375
1897-04,28.9346875
1897-05,29.021875
1897-06,29.62984375
1897-07,29.24828125
1897-08,28.4590625
1897-09,28.01375
1897-10,28.3115625
1897-11,28.094375
1897-12,27.8434375
1898-01,27.7771875
1898-02,27.6728125
1898-03,28.0203125
1898-04,28.41875
1898-05,28.58265625
1898-06,29.27859375
1898-07,28.373125
1898-08,27.38890625
1898-09,27.2153125
1898-10,27.3684375
1898-11,27.593125
1898-12,27.55625
1899-01,27.2828125
1899-02,27.38234375
1899-03,28.02109375
1899-04,28.46046875
1899-05,28.23
1899-06,28.531875
1899-07,28.2778125
1899-08,28.06078125
1899-09,27.78671875
1899-10,27.76
1899-11,27.52796875
1899-12,27.42734375
1900-01,27.368125
1900-02,27.6365625
1900-03,28.2965625
1900-04,28.81640625
1900-05,28.74140625
1900-06,29.1415625
1900-07,29.17875
1900-08,28.59828125
1900-09,28.26875
1900-10,28.2028125
1900-11,28.21765625
1900-12,28.22078125
1901-01,28.1053125
1901-02,28.18921875
1901-03,28.33765625
1901-04,28.82828125
1901-05,28.8565625
1901-06,29.1890625
1901-07,28.34140625
1901-08,27.47015625
1901-09,27.3875
1901-10,27.5478125
1901-11,27.68640625
1901-12,27.41921875
1902-01,27.3125
1902-02,27.31828125
1902-03,27.81265625
1902-04,28.519375
1902-05,28.79625
1902-06,28.99453125
1902-07,28.764375
1902-08,28.2653125
1902-09,28.15625
1902-10,28.06390625
1902-11,28.1215625
1902-12,27.914375
1903-01,27.8575
1903-02,27.76171875
1903-03,27.81234375
1903-04,28.20671875
1903-05,28.43484375
1903-06,28.71734375
1903-07,28.37296875
1903-08,28.24875
1903-09,27.87703125
1903-10,27.56828125
1903-11,27.42859375
1903-12,27.3325
1904-01,27.205
1904-02,27.359375
1904-03,28.05375
1904-04,28.43125
1904-05,28.18171875
1904-06,28.50265625
1904-07,28.05609375
1904-08,27.798125
1904-09,27.5946875
1904-10,27.590625
1904-11,27.75296875
1904-12,27.80140625
1905-01,27.501875
1905-02,27.54375
1905-03,27.93828125
1905-04,28.31046875
1905-05,28.41078125
1905-06,28.78828125
1905-07,28.3403125
1905-08,27.90671875
1905-09,27.8446875
1905-10,27.81421875
1905-11,27.775625
1905-12,27.80890625
1906-01,27.5540625
1906-02,27.68015625
1906-03,27.97796875
1906-04,28.31953125
1906-05,28.37578125
1906-06,28.838125
1906-07,28.559375
1906-08,27.896875
1906-09,27.805625
1906-10,27.45609375
1906-11,27.34546875
1906-12,27.28484375
1907-01,27.48203125
1907-02,27.5175
1907-03,27.62453125
1907-04,28.3996875
1907-05,28.8171875
1907-06,28.63109375
1907-07,28.13078125
1907-08,27.93390625
1907-09,27.499375
1907-10,27.47109375
1907-11,27.8303125
1907-12,27.72359375
1908-01,27.5090625
1908-02,27.614375
1908-03,27.8878125
1908-04,28.3671875
1908-05,28.51328125
1908-06,29.07171875
1908-07,28.9121875
1908-08,28.1340625
1908-09,27.8121875
1908-10,27.6740625
1908-11,27.60625
1908-12,27.510625
1909-01,27.2771875
1909-02,27.3334375
1909-03,27.71328125
1909-04,28.40515625
1909-05,28.5775
1909-06,28.4190625
1909-07,28.31734375
1909-08,28.01796875
1909-09,27.410625
1909-10,27.38015625
1909-11,27.451875
1909-12,27.66296875
1910-01,27.620625
1910-02,27.41796875
1910-03,27.79390625
1910-04,28.0921875
1910-05,28.305
1910-06,28.71734375
1910-07,28.276875
1910-08,27.84296875
1910-09,27.4509375
1910-10,27.1884375
1910-11,26.96890625
1910-12,26.8675
1911-01,26.8521875
1911-02,27.038125
1911-03,27.61109375
1911-04,28.2090625
1911-05,28.32046875
1911-06,28.45296875
1911-07,28.01484375
1911-08,27.7596875
1911-09,27.745
1911-10,27.7009375
1911-11,27.7415625
1911-12,27.87734375
1912-01,27.60984375
1912-02,27.52203125
1912-03,27.8615625
1912-04,28.484375
1912-05,28.85234375
1912-06,28.9390625
1912-07,28.47125
1912-08,28.0509375
1912-09,27.91828125
1912-10,27.73890625
1912-11,27.8184375
1912-12,27.704375
1913-01,27.18234375
1913-02,27.10796875
1913-03,27.69484375
1913-04,28.35171875
1913-05,28.563125
1913-06,28.6440625
1913-07,28.18671875
1913-08,27.801875
1913-09,27.5075
1913-10,27.21421875
1913-11,27.39328125
1913-12,27.67109375
1914-01,27.57390625
1914-02,27.42703125
1914-03,27.5725
1914-04,28.16546875
1914-05,28.62609375
1914-06,29.066875
1914-07,28.86953125
1914-08,28.56078125
1914-09,28.17171875
1914-10,28.15296875
1914-11,28.57203125
1914-12,28.19234375
1915-01,27.87078125
1915-02,27.96875
1915-03,28.01640625
1915-04,28.6225
1915-05,29.0653125
1915-06,29.258125
1915-07,28.94234375
1915-08,28.25234375
1915-09,28.00453125
1915-10,27.94578125
1915-11,27.74921875
1915-12,27.68703125
1916-01,27.841875
1916-02,27.83390625
1916-03,28.3359375
1916-04,28.99921875
1916-05,28.7840625
1916-06,28.795
1916-07,28.7628125
1916-08,27.99703125
1916-09,27.62875
1916-10,27.6040625
1916-11,27.61671875
1916-12,27.58453125
1917-01,27.11453125
1917-02,26.97171875
1917-03,27.17015625
1917-04,27.8325
1917-05,28.20828125
1917-06,28.29765625
1917-07,28.666875
1917-08,28.069375
1917-09,27.93796875
1917-10,27.59625
1917-11,27.02203125
1917-12,26.98484375
1918-01,27.3521875
1918-02,27.41546875
1918-03,27.6665625
1918-04,27.85171875
1918-05,27.78171875
1918-06,27.810625
1918-07,28.08359375
1918-08,28.18296875
1918-09,27.63640625
1918-10,28.10359375
1918-11,28.60328125
1918-12,28.3125
1919-01,28.03
1919-02,28.01390625
1919-03,28.00640625
1919-04,28.48546875
1919-05,29.13046875
1919-06,28.908125
1919-07,28.7859375
1919-08,28.28203125
1919-09,28.211875
1919-10,27.975625
1919-11,27.83703125
1919-12,27.8646875
1920-01,27.6715625
1920-02,27.9003125
1920-03,28.34546875
1920-04,28.84359375
1920-05,28.98875
1920-06,28.763125
1920-07,28.30078125
1920-08,27.651875
1920-09,27.7003125
1920-10,27.649375
1920-11,27.64421875
1920-12,27.5646875
1921-01,27.47484375
1921-02,27.63625
1921-03,27.89578125
1921-04,28.60546875
1921-05,28.62140625
1921-06,28.73515625
1921-07,28.3515625
1921-08,27.98984375
1921-09,27.84609375
1921-10,27.93734375
1921-11,27.91125
1921-12,27.70375
1922-01,27.3453125
1922-02,27.3690625
1922-03,27.833125
1922-04,28.22859375
1922-05,28.288125
1922-06,28.6378125
1922-07,28.2046875
1922-08,28.02703125
1922-09,27.87890625
1922-10,27.53390625
1922-11,27.57296875
1922-12,27.485625
1923-01,27.3075
1923-02,27.28171875
1923-03,27.6690625
1923-04,28.580625
1923-05,29.00609375
1923-06,28.745625
1923-07,28.26890625
1923-08,27.86296875
1923-09,27.84078125
1923-10,27.90390625
1923-11,28.1203125
1923-12,28.160625
1924-01,27.7190625
1924-02,27.6796875
1924-03,28.22
1924-04,29.02703125
1924-05,29.18171875
1924-06,28.78234375
1924-07,28.31453125
1924-08,28.01015625
1924-09,27.90625
1924-10,27.53796875
1924-11,27.4746875
1924-12,27.25734375
1925-01,27.1003125
1925-02,26.895
1925-03,27.5528125
1925-04,28.64265625
1925-05,29.08625
1925-06,28.75140625
1925-07,28.4046875
1925-08,28.224375
1925-09,28.2603125
1925-10,28.26578125
1925-11,28.3925
1925-12,28.04359375
1926-01,27.7403125
1926-02,27.8215625
1926-03,28.5053125
1926-04,29.2425
1926-05,29.30625
1926-06,28.865625
1926-07,28.591875
1926-08,28.37421875
1926-09,28.45984375
1926-10,28.36671875
1926-11,28.25890625
1926-12,28.03421875
1927-01,27.92125
1927-02,28.04203125
1927-03,28.53671875
1927-04,29.0821875
1927-05,28.67453125
1927-06,28.1121875
1927-07,28.21203125
1927-08,28.04765625
1927-09,27.75453125
1927-10,28.03578125
1927-11,27.8096875
1927-12,27.90484375
1928-01,27.558125
1928-02,27.8878125
1928-03,28.58421875
1928-04,29.2059375
1928-05,29.0853125
1928-06,28.59703125
1928-07,27.89546875
1928-08,27.934375
1928-09,27.9653125
1928-10,27.84421875
1928-11,28.194375
1928-12,28.10203125
1929-01,27.8534375
1929-02,27.87609375
1929-03,28.47234375
1929-04,29.03328125
1929-05,28.8834375
1929-06,28.31828125
1929-07,27.835625
1929-08,27.65953125
1929-09,27.93328125
1929-10,27.9309375
1929-11,27.91703125
1929-12,27.94734375
1930-01,27.99984375
1930-02,28.07078125
1930-03,28.58859375
1930-04,29.15296875
1930-05,28.75390625
1930-06,28.2471875
1930-07,28.1746875
1930-08,28.09328125
1930-09,27.7809375
1930-10,27.7578125
1930-11,27.77015625
1930-12,27.98484375
1931-01,27.80328125
1931-02,27.83625
1931-03,28.485
1931-04,29.43515625
1931-05,29.5296875
1931-06,28.81703125
1931-07,28.60609375
1931-08,28.31890625
1931-09,28.1978125
1931-10,27.7209375
1931-11,27.7921875
1931-12,27.870625
1932-01,27.58375
1932-02,27.4371875
1932-03,28.04734375
1932-04,28.8378125
1932-05,28.84546875
1932-06,28.51453125
1932-07,28.14
1932-08,27.9371875
1932-09,27.98859375
1932-10,27.64125
1932-11,27.53765625
1932-12,27.51328125
1933-01,27.3240625
1933-02,27.65796875
1933-03,28.4596875
1933-04,29.1103125
1933-05,28.74359375
1933-06,28.475
1933-07,28.20140625
1933-08,27.8415625
1933-09,27.40609375
1933-10,26.83046875
1933-11,27.154375
1933-12,27.57140625
1934-01,27.28515625
1934-02,27.239375
1934-03,27.916875
1934-04,29.02109375
1934-05,28.92
1934-06,28.57046875
1934-07,28.265625
1934-08,28.44203125
1934-09,28.3890625
1934-10,28.02078125
1934-11,27.59171875
1934-12,27.39453125
1935-01,27.2765625
1935-02,27.536875
1935-03,28.44296875
1935-04,29.00828125
1935-05,28.87046875
1935-06,28.35359375
1935-07,28.18984375
1935-08,28.26578125
1935-09,27.90203125
1935-10,27.6321875
1935-11,27.8415625
1935-12,28.00921875
1936-01,27.7840625
1936-02,27.87234375
1936-03,28.24203125
1936-04,28.938125
1936-05,28.95203125
1936-06,28.61046875
1936-07,28.32515625
1936-08,28.26484375
1936-09,28.35703125
1936-10,28.20359375
1936-11,27.97703125
1936-12,28.0121875
1937-01,27.7940625
1937-02,27.96734375
1937-03,28.60359375
1937-04,29.10375
1937-05,29.20828125
1937-06,28.49921875
1937-07,28.3340625
1937-08,28.3540625
1937-09,28.521875
1937-10,27.825
1937-11,28.02
1937-12,27.84453125
1938-01,28.0415625
1938-02,28.070625
1938-03,28.63703125
1938-04,28.9709375
1938-05,29.0284375
1938-06,28.561875
1938-07,28.1996875
1938-08,28.09765625
1938-09,27.97140625
1938-10,27.7815625
1938-11,27.56875
1938-12,27.745625
1939-01,27.87546875
1939-02,27.94484375
1939-03,28.27890625
1939-04,28.64
1939-05,28.78546875
1939-06,28.43421875
1939-07,27.96875
1939-08,27.649375
1939-09,27.8753125
1939-10,27.6721875
1939-11,27.54984375
1939-12,27.3046875
1940-01,27.52375
1940-02,27.8840625
1940-03,28.88046875
1940-04,29.54859375
1940-05,28.9678125
1940-06,28.910625
1940-07,28.28953125
1940-08,28.35671875
1940-09,28.52453125
1940-10,28.445
1940-11,28.12328125
1940-12,27.981875
1941-01,28.49421875
1941-02,28.5765625
1941-03,29.24015625
1941-04,30.04765625
1941-05,30.1090625
1941-06,29.77890625
1941-07,29.4728125
1941-08,29.2403125
1941-09,29.51203125
1941-10,29.9721875
1941-11,29.8515625
1941-12,29.07515625
1942-01,28.42875
1942-02,28.47421875
1942-03,29.1575
1942-04,29.350625
1942-05,29.63828125
1942-06,29.5740625
1942-07,29.01046875
1942-08,28.7921875
1942-09,28.8575
1942-10,28.6715625
1942-11,28.1534375
1942-12,28.00890625
1943-01,28.0428125
1943-02,28.39375
1943-03,28.62390625
1943-04,29.335625
1943-05,29.42078125
1943-06,28.92890625
1943-07,28.3240625
1943-08,28.5503125
1943-09,28.5625
1943-10,28.15625
1943-11,28.125
1943-12,28.126875
1944-01,27.719375
1944-02,28.06921875
1944-03,28.8728125
1944-04,29.805
1944-05,29.95578125
1944-06,29.71796875
1944-07,29.20421875
1944-08,29.13515625
1944-09,28.97859375
1944-10,28.97125
1944-11,28.92265625
1944-12,28.90453125
1945-01,28.50703125
1945-02,28.625625
1945-03,29.349375
1945-04,29.7896875
1945-05,29.60796875
1945-06,29.7521875
1945-07,29.464375
1945-08,29.1825
1945-09,29.0409375
1945-10,28.351875
1945-11,28.3340625
1945-12,28.42
1946-01,28.60609375
1946-02,28.98609375
1946-03,29.27265625
1946-04,29.618125
1946-05,29.626875
1946-06,28.92703125
1946-07,28.7065625
1946-08,28.6025
1946-09,28.68625
1946-10,28.581875
1946-11,28.253125
1946-12,27.8371875
1947-01,28.01921875
1947-02,28.115625
1947-03,28.60203125
1947-04,28.9775
1947-05,29.41828125
1947-06,29.11671875
1947-07,28.70015625
1947-08,28.38234375
1947-09,28.16546875
1947-10,27.76671875
1947-11,27.79578125
1947-12,28.03046875
1948-01,27.92015625
1948-02,27.8709375
1948-03,28.556875
1948-04,29.2309375
1948-05,29.06140625
1948-06,28.903125
1948-07,28.45734375
1948-08,28.41671875
1948-09,28.6003125
1948-10,28.776875
1948-11,28.25484375
1948-12,28.01921875
1949-01,27.76953125
1949-02,27.75984375
1949-03,28.42578125
1949-04,29.138125
1949-05,28.9634375
1949-06,28.55375
1949-07,28.82515625
1949-08,28.5603125
1949-09,28.06359375
1949-10,28.0434375
1949-11,27.8975
1949-12,27.72125
1950-01,27.6525
1950-02,27.74078125
1950-03,28.36546875
1950-04,29.100625
1950-05,29.218125
1950-06,28.30171875
1950-07,28.1596875
1950-08,28.11625
1950-09,28.00171875
1950-10,27.87859375
1950-11,28.020625
1950-12,27.92671875
1951-01,27.725
1951-02,27.9690625
1951-03,28.69515625
1951-04,29.17515625
1951-05,29.3521875
1951-06,28.69515625
1951-07,28.47890625
1951-08,28.466875
1951-09,28.81015625
1951-10,28.46640625
1951-11,28.6278125
1951-12,28.17484375
1952-01,27.945
1952-02,28.0125
1952-03,28.67265625
1952-04,29.5178125
1952-05,29.899375
1952-06,28.99734375
1952-07,28.4459375
1952-08,28.19296875
1952-09,28.40640625
1952-10,27.73390625
1952-11,27.81609375
1952-12,27.82734375
1953-01,27.81078125
1953-02,28.0378125
1953-03,28.93390625
1953-04,29.39703125
1953-05,29.591875
1953-06,28.925625
1953-07,28.65140625
1953-08,28.48578125
1953-09,28.35609375
1953-10,28.46984375
1953-11,28.46390625
1953-12,28.37765625
1954-01,28.3128125
1954-02,28.460625
1954-03,28.835625
1954-04,29.55296875
1954-05,29.445625
1954-06,29.075
1954-07,29.05296875
1954-08,28.60140625
1954-09,28.38296875
1954-10,28.22140625
1954-11,27.898125
1954-12,27.88125
1955-01,27.924375
1955-02,28.10890625
1955-03,28.63703125
1955-04,29.33921875
1955-05,28.95453125
1955-06,28.091875
1955-07,28.2084375
1955-08,28.34765625
1955-09,28.40796875
1955-10,27.94171875
1955-11,27.830625
1955-12,27.82859375
1956-01,27.79203125
1956-02,27.86953125
1956-03,28.74140625
1956-04,29.5653125
1956-05,28.793125
1956-06,28.3075
1956-07,28.04078125
1956-08,28.1728125
1956-09,28.07953125
1956-10,28.07921875
1956-11,28.00765625
1956-12,28.0528125
1957-01,27.72234375
1957-02,28.01984375
1957-03,28.5884375
1957-04,29.435
1957-05,29.94765625
1957-06,29.01421875
1957-07,28.3571875
1957-08,28.386875
1957-09,28.22328125
1957-10,28.315625
1957-11,28.23734375
1957-12,28.38375
1958-01,28.33453125
1958-02,28.36265625
1958-03,28.77796875
1958-04,29.30875
1958-05,29.33828125
1958-06,28.97421875
1958-07,28.54546875
1958-08,28.6290625
1958-09,28.711875
1958-10,28.4340625
1958-11,28.38421875
1958-12,28.42078125
1959-01,28.26953125
1959-02,28.27328125
1959-03,28.98578125
1959-04,29.738125
1959-05,29.87984375
1959-06,29.21828125
1959-07,28.5659375
1959-08,28.54359375
1959-09,28.93609375
1959-10,28.734375
1959-11,28.343125
1959-12,28.4221875
1960-01,28.44109375
1960-02,28.49046875
1960-03,28.7865625
1960-04,29.3559375
1960-05,29.13828125
1960-06,28.72140625
1960-07,28.49203125
1960-08,28.14203125
1960-09,28.300625
1960-10,27.96
1960-11,28.02078125
1960-12,27.9409375
1961-01,28.0665625
1961-02,28.648125
1961-03,29.4675
1961-04,29.8096875
1961-05,29.52921875
1961-06,28.99390625
1961-07,28.55734375
1961-08,28.49421875
1961-09,28.97421875
1961-10,29.3784375
1961-11,29.26203125
1961-12,28.57125
1962-01,28.4025
1962-02,28.28984375
1962-03,28.61296875
1962-04,29.169375
1962-05,29.43515625
1962-06,29.31234375
1962-07,28.9965625
1962-08,28.70953125
1962-09,28.42390625
1962-10,28.3859375
1962-11,28.19328125
1962-12,28.1646875
1963-01,28.1078125
1963-02,28.16875
1963-03,28.4209375
1963-04,29.08140625
1963-05,29.63125
1963-06,29.08625
1963-07,29.08875
1963-08,29.0246875
1963-09,28.8559375
1963-10,28.87296875
1963-11,28.85328125
1963-12,28.3778125
1964-01,27.80359375
1964-02,27.9696875
1964-03,28.508125
1964-04,29.48640625
1964-05,29.56484375
1964-06,29.23734375
1964-07,28.65859375
1964-08,28.13921875
1964-09,28.32765625
1964-10,27.98
1964-11,27.7390625
1964-12,27.63203125
1965-01,27.6390625
1965-02,27.82890625
1965-03,28.67359375
1965-04,29.555625
1965-05,29.67140625
1965-06,28.78734375
1965-07,28.53640625
1965-08,28.34453125
1965-09,28.661875
1965-10,28.96734375
1965-11,28.77203125
1965-12,28.27265625
1966-01,28.465625
1966-02,28.5971875
1966-03,28.99328125
1966-04,29.51625
1966-05,29.2790625
1966-06,29.00171875
1966-07,28.811875
1966-08,28.706875
1966-09,28.7115625
1966-10,28.65609375
1966-11,28.64015625
1966-12,28.53390625
1967-01,27.99625
1967-02,28.1575
1967-03,28.8365625
1967-04,29.4403125
1967-05,29.58109375
1967-06,29.376875
1967-07,28.82890625
1967-08,28.57890625
1967-09,28.7921875
1967-10,28.96265625
1967-11,28.761875
1967-12,28.77828125
1968-01,28.60234375
1968-02,28.28140625
1968-03,28.4959375
1968-04,29.01046875
1968-05,29.24140625
1968-06,29.12015625
1968-07,28.77671875
1968-08,28.35046875
1968-09,28.253125
1968-10,28.0428125
1968-11,28.1528125
1968-12,28.419375
1969-01,28.33546875
1969-02,28.625
1969-03,29.40921875
1969-04,29.93265625
1969-05,29.8771875
1969-06,29.2109375
1969-07,28.9084375
1969-08,28.461875
1969-09,28.5065625
1969-10,28.9490625
1969-11,29.01828125
1969-12,28.90640625
1970-01,28.5190625
1970-02,28.630625
1970-03,28.99265625
1970-04,29.8415625
1970-05,29.865
1970-06,29.13984375
1970-07,28.820625
1970-08,28.75921875
1970-09,28.65328125
1970-10,28.3178125
1970-11,28.3428125
1970-12,28.31640625
1971-01,28.0771875
1971-02,28.134375
1971-03,28.74109375
1971-04,29.8715625
1971-05,29.68890625
1971-06,29.07703125
1971-07,28.49828125
1971-08,28.36390625
1971-09,28.4303125
1971-10,27.92625
1971-11,27.94640625
1971-12,28.07578125
1972-01,27.8565625
1972-02,27.80921875
1972-03,28.2896875
1972-04,29.228125
1972-05,29.63125
1972-06,29.5253125
1972-07,29.06328125
1972-08,28.63234375
1972-09,28.8209375
1972-10,28.898125
1972-11,29.21546875
1972-12,28.9775
1973-01,28.8365625
1973-02,28.70609375
1973-03,29.12265625
1973-04,30.29234375
1973-05,30.070625
1973-06,29.29078125
1973-07,28.80421875
1973-08,28.61921875
1973-09,28.9921875
1973-10,28.913125
1973-11,28.39765625
1973-12,28.03125
1974-01,27.76453125
1974-02,27.83390625
1974-03,28.35921875
1974-04,29.2109375
1974-05,29.08203125
1974-06,28.89703125
1974-07,28.5784375
1974-08,28.296875
1974-09,28.2025
1974-10,27.97171875
1974-11,27.8225
1974-12,27.67875
1975-01,27.605
1975-02,27.914375
1975-03,28.66625
1975-04,29.2134375
1975-05,29.0446875
1975-06,28.69609375
1975-07,28.93859375
1975-08,28.3046875
1975-09,28.08640625
1975-10,27.8765625
1975-11,27.7590625
1975-12,27.54734375
1976-01,27.5746875
1976-02,27.66703125
1976-03,28.55109375
1976-04,29.55234375
1976-05,29.57140625
1976-06,29.45640625
1976-07,28.75328125
1976-08,28.73265625
1976-09,28.7096875
1976-10,28.2496875
1976-11,28.32046875
1976-12,27.9228125
1977-01,28.046875
1977-02,28.51265625
1977-03,29.03390625
1977-04,29.64625
1977-05,29.49421875
1977-06,29.2046875
1977-07,29.06828125
1977-08,28.9065625
1977-09,28.8775
1977-10,28.77640625
1977-11,28.44140625
1977-12,28.34765625
1978-01,28.2603125
1978-02,28.34796875
1978-03,29.081875
1978-04,29.69765625
1978-05,29.62078125
1978-06,29.1009375
1978-07,28.63296875
1978-08,28.539375
1978-09,28.60796875
1978-10,28.44875
1978-11,28.3409375
1978-12,28.2871875
1979-01,28.49328125
1979-02,28.44484375
1979-03,29.116875
1979-04,29.97703125
1979-05,29.85421875
1979-06,29.6621875
1979-07,29.42171875
1979-08,29.0215625
